EntityName,EntityTypeName,lat,lon
Lægerne i Bjert I/S                                         ,General Practitoner,55.4527231385834,9.56234792110121
Lægehuset i Hejls                                           ,General Practitoner,55.3839528497684,9.57133575171523
Ans Lægehus                                                 ,General Practitoner,56.3066020209486,9.58757361576749
Eriksborg Lægehus                                           ,General Practitoner,56.2026406220271,9.59777331754465
Lægehuset i Uldum                                           ,General Practitoner,55.8461707864445,9.59351415972485
Tanæs v/ Palle B. Vegger                                    ,General Practitoner,55.7105059143392,9.59701561510837
Privathospitalet Mølholm                                    ,Hospital,55.7351132583408,9.59914159882424
Familielægerne i Gråsten                                    ,General Practitoner,54.9113174205002,9.58841059222302
Lægernes Hus Gråsten                                        ,General Practitoner,54.9113174204964,9.5884105930029
Gråsten Apotek                                              ,Pharmacy,54.9108568920648,9.58886605860742
Firkløver Apoteket Brædstrup                                ,Pharmacy,55.9700247478181,9.61022592349181
Lægerne DoktorBorg                                          ,General Practitoner,55.7188753350826,9.60715018427813
Bredballe Lægehus                                           ,General Practitoner,55.7188753350275,9.6071501954205
Praktiserende læge Preben Malmos                            ,General Practitoner,55.9742776451531,9.61416355877504
Brædstrup Lægehus                                           ,General Practitoner,55.9742776451172,9.61416356598511
Læge Mette Reinholdt Kristensen                             ,General Practitoner,55.9742776449735,9.61416359482533
Brædstrup lægehus                                           ,General Practitoner,55.9742776449456,9.61416360043315
Lægerne i Ørum                                              ,General Practitoner,56.4825040731872,9.62391534319953
Lægehuset i Nørager                                         ,General Practitoner,56.705811225304,9.63063977528644
Læge Annemette Als                                          ,General Practitoner,54.9248630417929,9.60315961906309
Læge Allan Julsgaard Mortensen                              ,General Practitoner,56.589122240045,9.6304160724294
Lægehuset i Taulov                                          ,General Practitoner,55.5471163731462,9.61686773348662
Læge Helene Bisgaard                                        ,General Practitoner,56.8605304123385,9.64007252170709
Lægerne Klinikgården                                        ,General Practitoner,56.373169207863,9.6472999389459
Bjerringbro Apotek                                          ,Pharmacy,56.3750360942771,9.65821107486915
Lægerne Realskolevej 2B                                     ,General Practitoner,56.3772044502761,9.65888645757581
Lægerne i Pandrup                                           ,General Practitoner,57.2243178291564,9.67410820192549
Familielægerne Jetsmark                                     ,General Practitoner,57.2086170205235,9.67476314905107
Læge Charlotte Rasmussen                                    ,General Practitoner,55.6415474432246,9.6505625623567
Lægehuset Nyvej 6                                           ,General Practitoner,55.6411328897775,9.6509266748719
Børkop Apotek                                               ,Pharmacy,55.6415146637757,9.65098270044219
Familielægerne i Børkop                                     ,General Practitoner,55.6447373736336,9.65624707373543
Lægeklinikken Rebild Syd                                    ,General Practitoner,56.7846478459515,9.68003131743257
JSH Lægepraksis                                             ,General Practitoner,55.7125551617252,9.66895750623886
Lægehuset Suldrup                                           ,General Practitoner,56.8480010758408,9.70101026067654
Lægerne i Broager                                           ,General Practitoner,54.8887406801612,9.67179708957003
Hedensted Lægehus                                           ,General Practitoner,55.7794448073384,9.69028123015613
Almen lægeklinik Hedensted                                  ,General Practitoner,55.7696343364025,9.69972089498852
Hedensted Apotek                                            ,Pharmacy,55.7692864300453,9.70189359876695
Lægerne Postvænget                                          ,General Practitoner,57.1609115673721,9.72905948842321
Aabybro apotek                                              ,Pharmacy,57.1594594229023,9.73261473254758
Lægehuset Vester Sottrup                                    ,General Practitoner,54.9450536750843,9.69395522083125
Lægerne Søparken v. Thomas Olsen                            ,General Practitoner,57.1516097509768,9.73766153643876
Lægehuset Aabybro                                           ,General Practitoner,57.157127448065,9.74372129751833
Erritsø Lægehus                                             ,General Practitoner,55.5439400511574,9.71668832967428
Fredericia Løve Apoteket Lillebælt Løvbjerg                 ,Pharmacy,55.535376697967,9.71768532077022
Erhvervsvirksomhed Viggo Karstein Jensen                    ,General Practitoner,55.4968848519896,9.71861748507059
Lægerne i Øster Hornum                                      ,General Practitoner,56.9371319438057,9.75010929093887
Lægerne Bendtsen og Kjær Hansen                             ,General Practitoner,55.5673895068858,9.72384921132639
Lægekompagniskabet Venusvej 2                               ,General Practitoner,55.5673895067641,9.72384923193915
Teglgårdslægerne                                            ,General Practitoner,55.4977382823157,9.72448337194336
Familielægerne Middelfart                                   ,General Practitoner,55.4977382822736,9.72448337906596
Fænøsundlægerne                                             ,General Practitoner,55.4991366822039,9.72602980172178
Onsild Lægehus                                              ,General Practitoner,56.5773783311606,9.74785390723819
Lægehuset Gjern                                             ,General Practitoner,56.2218172465263,9.74115782507897
Lægegården Lillebælt                                        ,General Practitoner,55.5021588298506,9.73119617525409
Læge Martine Engell                                         ,General Practitoner,55.5047807621835,9.73353794399919
Middelfart Apotek                                           ,Pharmacy,55.5041204506565,9.73436683748159
Hammershøj Lægeklinik                                       ,General Practitoner,56.5003327566574,9.75778614095925
Lægerne Vestkysten                                          ,General Practitoner,57.338328017779,9.77549806968482
Ry Lægehus                                                  ,General Practitoner,56.0921892955843,9.76110189938072
Lægehuset Østbirk                                           ,General Practitoner,55.9638489317774,9.75978928857999
Lægerne ved Danmarks Port                                   ,General Practitoner,55.5665033681052,9.75319469788679
Lægerne ved Løvestrøget                                     ,General Practitoner,55.5658633914555,9.75452491979847
Lægerne ved Volden                                          ,General Practitoner,55.5684547696786,9.75578823638272
Lægekompagniet v/Lone Søndergaard                           ,General Practitoner,55.5644892776276,9.75608458323118
Fredericia Krone Apotek                                     ,Pharmacy,55.5655455374967,9.75786448901438
Vejlefjord Rehabiliteringscenter                            ,Hospital,55.6838539526492,9.76224719719187
Peder Pilgaard                                              ,General Practitoner,55.0539284805222,9.75267015893676
Lægekompagniet Nordals                                      ,General Practitoner,55.0539284803722,9.75267018319788
Lægerne Nissen og Reinert                                   ,General Practitoner,55.5630207900332,9.76660504752444
Lægehuset Østerstrand I/S                                   ,General Practitoner,55.5623873799623,9.76661870815253
Familielægerne Sundhedshuset                                ,General Practitoner,55.5623874329935,9.76661884950843
Lægerne ved Lillebælt                                       ,General Practitoner,55.5632769936135,9.76685672485192
Lægerne Idriss Kise                                         ,General Practitoner,56.1763069426757,9.77967605558109
Ttrabjerg                                                   ,General Practitoner,55.5413423148159,9.76933941070868
"Lægerne Korsgade 9, Bolettte Friderichsen                   ",General Practitoner,56.6368468784429,9.79165949568524
"Lægerne Korsgade 9, Marisol Stuart Emborg                   ",General Practitoner,56.6368468784118,9.79165950057568
"Læge Marisol Emborg, Lægerne Korsgade 9                     ",General Practitoner,56.6368468782874,9.79165952013742
"Lægerne Korsgade 9, Ole Mogensen                           ",General Practitoner,56.6368468782304,9.79165952910322
"Praksislæge Bolette Friderichsen, Lægerne Korsgade 9       ",General Practitoner,56.6368468779764,9.7916595690418
"Læge Ole Mogensen, Lægerne Korsgade 9                       ",General Practitoner,56.6368468779038,9.79165958045281
Lægerne i Strib                                             ,General Practitoner,55.5398041289969,9.77015692770195
Lægerne Bendtzen og Sørensen                                ,General Practitoner,56.6404341496725,9.7932684658995
Hobro Apotek                                                ,Pharmacy,56.6393878538378,9.79326507875691
Lægehuset H I Biesgade                                      ,General Practitoner,56.63936781688,9.79617849585485
Lægerne i Thorsø                                            ,General Practitoner,56.2973254759942,9.78956299445552
Kildebjerg Lægehus                                          ,General Practitoner,56.0907816976942,9.78785836248882
Ulstrup Lægepraksis                                         ,General Practitoner,56.3925836152338,9.79493498231269
Lægerne Låsby                                               ,General Practitoner,56.1497204450345,9.80835942533338
Dansk Gigthospital                                          ,Hospital,54.9156026205269,9.78621617009436
Lægerne Victoria                                            ,General Practitoner,54.9136780586967,9.78884218418453
Byens Lægehus                                               ,General Practitoner,54.9090336075421,9.78937603495298
Lægerne i Svenstrup                                         ,General Practitoner,56.9707715566382,9.83397426438891
Lægehuset Zachariassen - Voldgade                           ,General Practitoner,54.906543052818,9.79137035800218
Lægehuset Støvring                                          ,General Practitoner,56.8908248256678,9.83337754338598
Sønderborg Jernbane Apotek                                  ,Pharmacy,54.9104357683081,9.79324926530533
Lægerne i Jernbanegade                                      ,General Practitoner,56.8921679673179,9.83824914041808
Møllegade lægehus                                           ,General Practitoner,54.9137597690593,9.79908764791906
Almen Lægeklinik Sønderborg                                 ,General Practitoner,54.9137240168381,9.8023126921474
Kongevejsparkens Lægehus                                    ,General Practitoner,54.9137937181066,9.80292244496365
Lægerne Ringgade                                            ,General Practitoner,54.9133337263281,9.80381292732391
Vadum Lægehus                                               ,General Practitoner,57.1176280200991,9.85491255283712
"Sønderborg Løve Apotek, Center Øst                          ",Pharmacy,54.9210953022784,9.80828516263137
Fårup Lægecenter                                            ,General Practitoner,56.5457189940949,9.84371434678357
Lægeklinikken på Flyvestation Aalborg                       ,General Practitoner,57.1084993180996,9.85739482064587
Medus                                                       ,General Practitoner,57.0362935769427,9.85895762013464
Alssund Ortopædi                                            ,General Practitoner,55.8266806316994,9.83679501683603
Tandsbjerg Lægehus                                          ,General Practitoner,54.9059402999882,9.81805236839173
Almen lægeklinik Horsens                                    ,General Practitoner,55.8659194989153,9.83980961578841
City Lægeklinik                                             ,General Practitoner,57.0053785138708,9.86597929043672
Horsens Lægehus                                             ,General Practitoner,55.8658553819253,9.84082651129615
Lægerne Godsbanegade                                        ,General Practitoner,55.8651979976527,9.84144526047016
Budolfi Privathospital                                      ,Hospital,57.0048905455217,9.8675050775332
CeriX Privathospital √Ölborg                                 ,Hospital,57.0048905454533,9.86750508741025
Arden Lægehus                                               ,General Practitoner,56.7693132423164,9.8654470895291
Horsens Løve Apotek                                         ,Pharmacy,55.868005875917,9.84543181174149
Læge Morten Krag                                            ,General Practitoner,55.8637252109891,9.8456761454401
Lægen i Midtbyen                                            ,General Practitoner,55.8637252109452,9.8456761518305
Lægerne Rasmussen                                           ,General Practitoner,55.863523400298,9.84656443477965
Lægerne Hasserisgaard                                       ,General Practitoner,57.0228001987739,9.87332047140555
Horsens Lægerne Rådhustorvet                                ,General Practitoner,55.8609247850307,9.84912195406447
Firkløver Apoteket Søndergade                               ,Pharmacy,55.8619729379214,9.84939646554873
Lægerne Sallvej                                             ,General Practitoner,56.2567181950831,9.85907234587069
Lægeklinikken Juliussensvej                                 ,General Practitoner,55.8602253682466,9.8505251631756
Lægerne 1. sal Horsens Sundhedshus                          ,General Practitoner,55.858979586136,9.85173790217913
"Lægerne Sundhedshuset 3. sal Vest, Grønlandsvej 1, 3        ",General Practitoner,55.8589795856441,9.85173797326353
Horsens Svane Apotek                                        ,Pharmacy,55.8589795856164,9.85173797725703
Læge Henrik Wibrand                                         ,General Practitoner,55.8589795848813,9.85173808348428
Lægerne Sundhedshuset 2. sal                                ,General Practitoner,55.8589795835824,9.85173827117902
Læge Helga Gøtke                                            ,General Practitoner,55.8589795830462,9.85173834865303
Familielægerne Horsens                                      ,General Practitoner,55.8589795828417,9.85173837820496
Lægerne på Toppen                                           ,General Practitoner,55.8589795822945,9.85173845727637
Lægerne3øst                                                 ,General Practitoner,55.8589795809182,9.85173865615293
Lægecenter Syd I/S                                          ,General Practitoner,57.0180506799337,9.87847040952921
Familielægerne Sydvest                                      ,General Practitoner,57.0172711288219,9.87875602500289
Amalielægerne                                               ,General Practitoner,55.858978495963,9.85280365624836
Lægeklinikken  Apotekerbakken                               ,General Practitoner,55.7546667645737,9.85269189987063
Hammel Frijsenborg Apotek                                   ,Pharmacy,56.2561468027793,9.8649996160767
Læge Gerhardt Teichert                                      ,General Practitoner,55.864279397608,9.85831253273486
Lægerne Hasseris Bymidte                                    ,General Practitoner,57.036347954336,9.88560454039711
Lægerne Egevej                                              ,General Practitoner,55.755209867978,9.8568764027097
Lægerne Østergade 29                                        ,General Practitoner,56.2573355091132,9.86846469268653
Lægerne Gasvej 5                                            ,General Practitoner,55.8618095536113,9.86064081722658
Læge MSG                                                    ,General Practitoner,57.0343292793191,9.88819237308944
Lægerne i Skalborg                                          ,General Practitoner,57.0155510679803,9.88933015037253
Læge Anton Ohrt-Nissen                                      ,General Practitoner,57.0154901707561,9.88968230629764
Sygehusapoteket Region Nordjylland                          ,Hospital,57.0240065688875,9.89205359923088
Lægehuset i Skørping                                        ,General Practitoner,56.837804089241,9.88869636625883
Skørping Apotek                                             ,Pharmacy,56.8364073968469,9.8893420166706
Lægerne i Hasseris                                          ,General Practitoner,57.0506838662127,9.89544928936498
moos@edu                                                    ,General Practitoner,57.0471291883573,9.90070428538361
Psykiatrien Nordjylland                                     ,Hospital,57.0385393390324,9.90532773374311
Lægerne Dronning Christinesvej                              ,General Practitoner,57.0466921559724,9.90575827337523
Aalborg Universitetshospital                                ,Hospital,57.0379534978998,9.90928416567331
Lægerne i Langå                                             ,General Practitoner,56.3915294062847,9.89555572965567
Aalborg Reberbane Apotek                                    ,Pharmacy,57.0496274619048,9.91145546985849
Guderup Lægehus                                             ,General Practitoner,54.9910111700259,9.86597246045514
Lægerne Korsgade 16                                         ,General Practitoner,57.0507568365355,9.91623240112658
Aalborg Budolfi Apotek                                      ,Pharmacy,57.0484074894407,9.91617933674456
Lægerne Vesterbro                                           ,General Practitoner,57.0508043055892,9.91638740465698
Alles Lægehus Aalborg                                       ,General Practitoner,57.0532936076318,9.9167246708658
Lægerne Boulevarden 30                                      ,General Practitoner,57.0450200568193,9.91807678847596
Midtbylægerne Aalborg                                       ,General Practitoner,57.0469330089362,9.91835705295356
Læge Mikkel Nordkap                                         ,General Practitoner,57.0469330087429,9.91835707932174
Lægehuset Aalborg                                           ,General Practitoner,57.0429994982607,9.91879842325898
Læge John Hyltoft                                           ,General Practitoner,57.0509895510037,9.91899994334601
Lægepraksis v/ Morten Schliemann                            ,General Practitoner,57.0464902352095,9.91903727225382
Lægerne Kennedy Arkaden                                     ,General Practitoner,57.0423285167777,9.91903982156126
Lægerne Louise Plads                                        ,General Practitoner,57.0451840547871,9.9192593113235
Lægerne Budolfi Plads                                       ,General Practitoner,57.0475514795078,9.91946887272328
Lægerne Mellem Broerne                                      ,General Practitoner,57.0572598447818,9.92010246305707
Lægehuset i Nr. √Öby                                         ,General Practitoner,55.4599691202299,9.88303267602566
Røde Kors sundhedsklinik for migranter Aalborg              ,General Practitoner,57.0451833943085,9.92090257634868
Lægeklinikken i Centrum I/S                                 ,General Practitoner,57.048437141418,9.92112791118216
Lægerne Møllegade                                           ,General Practitoner,57.046762543497,9.92144554380869
Nytorv Lægeklinik v/ Dennis Staahltoft                      ,General Practitoner,57.0489392859918,9.92157512110202
Aalborg Løve Apotek                                         ,Pharmacy,57.0486818152101,9.92258712503087
Lægehuset på Torvet i/s                                     ,General Practitoner,57.0590708534718,9.92288220974564
Lægehuset på Torvet og Lægevagten Region Nordjylland        ,General Practitoner,57.0590708534415,9.92288221386701
Aalborg Nørresundby Apotek                                  ,Pharmacy,57.0586764752451,9.92312419863242
Lægerne Skrågade 13                                         ,General Practitoner,57.0580921990277,9.92344856160063
Helsehuset                                                  ,General Practitoner,57.0572124183229,9.92431209331027
Lægerne Søndergade                                          ,General Practitoner,56.1530051192592,9.90296904379656
Alles Lægehus Augustenborg                                  ,General Practitoner,54.9467887236458,9.87648608983442
Lægerne Idriss Kise Galten                                  ,General Practitoner,56.1550702576777,9.90384271599888
Galten Apotek                                               ,Pharmacy,56.1551323063277,9.90417968120619
Midtbyens Familielæge                                       ,General Practitoner,57.0434378564285,9.92565151498183
Lægerne Aabos Plads                                         ,General Practitoner,57.0434378555883,9.92565162868373
Lægerne ved Sauers Plads                                    ,General Practitoner,57.0434378543401,9.9256517975887
Lægerne i Gug                                               ,General Practitoner,57.0090653685833,9.92603755948859
Lægehuset Lille Borgergade                                  ,General Practitoner,57.0583694651895,9.92765316417879
Lægehuset Løvbakken                                         ,General Practitoner,57.0749981887185,9.92943478196119
Lægerne Vejlø og Vegger                                     ,General Practitoner,57.2843261849947,9.94038539987755
Læge Kenny Birk Bøtcher                                     ,General Practitoner,57.2843261847094,9.94038543802526
Læge Anette A. Vittrup                                      ,General Practitoner,57.2843261845791,9.94038545544051
Læge Cathrine Johannessen                                   ,General Practitoner,57.2843262110906,9.94038551417853
Lægerne Eternitten                                          ,General Practitoner,57.0367752134227,9.93657553174565
Familielægerne i Brønderslev                                ,General Practitoner,57.2701374227062,9.9442884651485
Kasmedico                                                   ,General Practitoner,56.993210301952,9.93759639874899
Assens Apotek                                               ,Pharmacy,55.2700813754333,9.89748276186639
Skovskadestuen Smukfest                                     ,General Practitoner,56.0372033912742,9.91589739188543
Aalborghus Apotek                                           ,Pharmacy,57.0225971754461,9.94176770598896
Lægehuset Skelvænget                                        ,General Practitoner,55.2733894927348,9.90017486736302
Lægerne Torvet 6                                            ,General Practitoner,57.267424979183,9.94852991769475
Læge Wiebke Otten                                           ,General Practitoner,57.270148094964,9.95064640691957
Rehabiliteringscenter for flygtninge                        ,Hospital,57.0351131268825,9.94515813361905
Hirtshals Apotek                                            ,Pharmacy,57.5904962561159,9.95997404368481
Lægeklinik Landsbyen Sølund                                 ,General Practitoner,56.0285243783039,9.92144746263308
Nordens Privathospital Vejle                                ,Hospital,57.0471609474323,9.94689298501822
Amalieklinikken Aalborg                                     ,Hospital,57.0471609473388,9.94689299737828
Nordens Privathospital A/S                                  ,Hospital,57.0471609473139,9.9468930006743
Familielægerne Aalborg                                      ,General Practitoner,57.0482469009323,9.94738316093809
alles Lægehus Hirtshals                                     ,General Practitoner,57.5897991054962,9.9620839868509
Lægeklinikken Østerbro                                      ,General Practitoner,57.0449344978026,9.94804036641071
Lægerne i Vrå                                               ,General Practitoner,57.3551866596959,9.95681379655188
Læge Tine Dreijer                                           ,General Practitoner,55.2598101493321,9.90688558961956
Lægerne Vejgård Torv                                        ,General Practitoner,57.0423270369058,9.94987391835633
Aalborg Vejgaard Apotek                                     ,Pharmacy,57.0417743851379,9.9512064392983
"Dine læger Leth, Bøg og Damgaard                            ",General Practitoner,56.0339710460211,9.92855089567186
Familielægerne                                              ,General Practitoner,56.0339710451576,9.92855101039992
Lægerne 1 sal                                               ,General Practitoner,56.0339710447953,9.92855105853757
Hørup lægehus                                               ,General Practitoner,54.9137233983685,9.90259933445679
Lægerne Vejgaard Sundhedscenter                             ,General Practitoner,57.0402266366117,9.95406450709119
Lægehuset Lillesø                                           ,General Practitoner,56.032217378921,9.93187568906652
Lægerne Adelgade                                            ,General Practitoner,56.0341233380124,9.93204376093338
Bylægerne Skanderborg                                       ,General Practitoner,56.0341233377457,9.93204379623442
Lægeklinikken Sulsted                                       ,General Practitoner,57.1558534872325,9.9646592909582
Aalborg Pirates Sundhedsteam                                ,General Practitoner,57.0183399298976,9.96317039341403
Læge Louise S. Grønhøj                                      ,General Practitoner,57.4570036479834,9.9763870034539
Praktiserende læge Lene-Marie Axelgaard                     ,General Practitoner,57.4570036479382,9.97638700928626
Ejby Apotek                                                 ,Pharmacy,55.4290674336425,9.92893686837453
Læge Louise Hjelm                                           ,General Practitoner,57.4637874918174,9.98351345491591
Læge Dinah Høngaard                                         ,General Practitoner,57.4637874913885,9.9835135099168
Lægerne Thorsvej                                            ,General Practitoner,57.4457370746471,9.98309893969429
Marianne Stampe Henningsen                                  ,General Practitoner,57.4587528185248,9.98492104265825
Jeanette Haagh                                              ,General Practitoner,57.4587528183686,9.98492106265581
Lægeklinikken Strømgade                                     ,General Practitoner,57.461095367236,9.98607672546551
Lægerne i Skovby I/S                                        ,General Practitoner,56.1594239626034,9.95340850536521
Hjørring Løve Apotek                                        ,Pharmacy,57.4597491532554,9.98819505056097
Regionshospital Nordjylland                                 ,Hospital,57.4515603941043,9.99707678395731
Speciallæge Claus Rasmussen                                 ,General Practitoner,57.45156039083,9.99707719799079
Service og Administrative Funktioner - Hospital             ,Hospital,57.0173345583494,9.98574617948068
Lægerne Aage Holms Vej                                      ,General Practitoner,57.4490224777657,9.99740772954997
Lægerne i Hovedgård                                         ,General Practitoner,55.9457138089064,9.96216893597121
Mariager Lægeklinik                                         ,General Practitoner,56.6517574628045,9.98359456300902
Gistrup Lægeklinik                                          ,General Practitoner,56.9974279793275,9.99676922324575
Lægehuset Fyrkilden                                         ,General Practitoner,57.0265483184515,10.0040317149522
Brenderup Lægehus                                           ,General Practitoner,55.4909996225369,9.96501429590243
Lægehuset Aalborg Øst                                       ,General Practitoner,57.0347521860896,10.0080114850226
Gelsted-Ejby Lægehus                                        ,General Practitoner,55.3951681285286,9.96849741621595
Stilling Apotek                                             ,Pharmacy,56.0614509798326,9.98535542977258
Tandslet lægehus                                            ,General Practitoner,54.9263730006801,9.96853688678421
Lægehuset I Vodskov                                         ,General Practitoner,57.1032425507844,10.026384952453
Lægehuset Harlev                                            ,General Practitoner,56.1480551851085,10.00200533891
Vesterport lægeklinik                                       ,General Practitoner,56.4618982878513,10.0244942229855
Lægehuset Juelsminde                                        ,General Practitoner,55.7144081982392,10.0082186760241
Praktiserende Læge Kristian Fabricius Krarup                ,General Practitoner,56.4613471056242,10.0281306946909
Læge Kristin Kristiansdottir                                ,General Practitoner,56.4609649183221,10.0308794004732
Praktiserende læge  Peter Vognsgaard                        ,General Practitoner,56.4609649180729,10.0308794304894
Randers Jernbane Apotek                                     ,Pharmacy,56.4609649179179,10.0308794491481
Læge Dorthe Deding                                          ,General Practitoner,56.4609649177158,10.0308794734855
Randers Jernbane Apotek                                     ,Pharmacy,56.4609649174801,10.0308795018792
Spentrup Lægepraksis                                        ,General Practitoner,56.5401113567992,10.0363300860856
Randers Lægeklinik I/S                                      ,General Practitoner,56.4594378615526,10.0351545254065
Lægerne Nørrestræde                                         ,General Practitoner,56.4623337097897,10.0369699742812
Læge Ole Kvist                                              ,General Practitoner,56.4609754433101,10.0382310856233
Lægerne Trangstræde                                         ,General Practitoner,56.4586560718911,10.038395003939
Lægehuset Østervold                                         ,General Practitoner,56.4612418051344,10.0385257640826
Læge Hans Tinggaard                                         ,General Practitoner,56.4612418051005,10.0385257681388
Elmira Christensen                                          ,General Practitoner,56.4612418049512,10.0385257859864
Læge Henrik Vissinger                                       ,General Practitoner,56.4612418048901,10.0385257932876
Lægerne i Klarup                                            ,General Practitoner,57.0148152515153,10.0540272023721
Randers Sønderbros Apotek                                   ,Pharmacy,56.4589088375551,10.0387897513941
Randers Løve Apotek                                         ,Pharmacy,56.4607350576966,10.0390521813542
Lægerne Bøsbrovej                                           ,General Practitoner,56.4474914196052,10.0390476250179
Lægerne ved Slotspladsen                                    ,General Practitoner,56.4602373829138,10.0394605305494
Læge Søs Elisabeth Rahbek                                   ,General Practitoner,56.4574256307647,10.0394001560166
Læge Pia Jeppesen                                           ,General Practitoner,56.4574256307375,10.0394001592613
Almen Lægeklinik Randers                                    ,General Practitoner,56.4601555867127,10.0395719048288
Lægerne Randers Centrum                                     ,General Practitoner,56.4596861700283,10.0398351447846
Læge Anne Sloth                                             ,General Practitoner,56.4596861698449,10.0398351666875
Læge Nikolaj Frederik Lanzky Otto                           ,General Practitoner,56.4596861698109,10.0398351707436
Lægeklinikken i Dytmærsken I/S                              ,General Practitoner,56.4596861697634,10.0398351764221
Læge Maria D√ºrr                                             ,General Practitoner,56.4596861694848,10.0398352096821
Læge Susanne Lundberg                                       ,General Practitoner,56.4596861692334,10.0398352396972
Læge Jesper Nymann                                          ,General Practitoner,56.4596861691314,10.0398352518655
Læge Karin Christensen                                      ,General Practitoner,56.4596861689887,10.0398352689011
Vorup Lægehus                                               ,General Practitoner,56.4515418651868,10.0403265178991
Lægehuset Fjelsted                                          ,General Practitoner,55.4414092041279,10.0154827361738
Hørning Lægecenter                                          ,General Practitoner,56.0811707046757,10.0332813053134
Lægerne Toldbodgade                                         ,General Practitoner,56.4603976541896,10.0439278949721
Familielægerne                                              ,General Practitoner,56.4613019128323,10.0443097230126
Lægerne Tronholmen                                          ,General Practitoner,56.4554032692427,10.0443627122725
Lægehuset √Ögade                                             ,General Practitoner,56.3275388321469,10.0422267446732
Lægerne i Hørning                                           ,General Practitoner,56.0839175073715,10.0370995693775
Harndrup Lægehus                                            ,General Practitoner,55.4655661943996,10.0226754568934
Regionshospitalet Randers                                   ,Hospital,56.4705498817481,10.0501842382868
Hadsten Apotek                                              ,Pharmacy,56.3282321915922,10.0478215121521
Lægerne i Terndrup                                          ,General Practitoner,56.8130989887552,10.0614465802589
Lægerne Østergade                                           ,General Practitoner,56.3277992318695,10.0480198755088
Lægerne Marsvej                                             ,General Practitoner,56.4295550688836,10.0587454562148
Lægerne Bjarkesvej                                          ,General Practitoner,56.3299536841474,10.0606046010808
Lægeklinik Dronningborg                                     ,General Practitoner,56.4713119880404,10.0663853803964
Aaruplægerne                                                ,General Practitoner,55.3740837638283,10.0526735152742
Lægerne Hinneruplund                                        ,General Practitoner,56.2617773378407,10.0774482213599
"Lægerne  Ebbensgaard, Harbo og Mehnert                      ",General Practitoner,56.2621581805919,10.0783915967075
"Esberg Andersen, Kraghede og Melgaard Jensen                ",General Practitoner,56.2621581802615,10.0783916346377
Lægecenter Storvorde                                        ,General Practitoner,56.9989343510608,10.1009074499802
Storvorde Sejlflod Apotek                                   ,Pharmacy,57.0001149233141,10.1010443939188
Kolt Lægepraksis                                            ,General Practitoner,56.10890585394,10.0773173184906
Taars Lægehus I/S                                           ,General Practitoner,57.3851348678007,10.1160832890616
Taars Lægehus                                               ,General Practitoner,57.3851348677639,10.1160832932193
Lægerne i Solbjerg                                          ,General Practitoner,56.0452762608577,10.0864580382352
Læge Jesper Kolbeck                                         ,General Practitoner,56.7172166049917,10.1131580456753
Hadsund Apotek                                              ,Pharmacy,56.7162684616427,10.1140229123667
Lægerne Brabrandhus                                         ,General Practitoner,56.1536343599815,10.1039881932242
Lægerne Ved Stranden                                        ,General Practitoner,56.7200841888878,10.1261653855502
Lægerne Solgården                                           ,General Practitoner,55.5654989886588,10.0938250072295
Læge Charlotte Reibke                                       ,General Practitoner,55.5654989885951,10.0938250143636
Lægerne i Hjallerup                                         ,General Practitoner,57.1667812159807,10.147210022489
Lægerne Tilst                                               ,General Practitoner,56.1863527168982,10.1230064727438
Aarhus Privatklinik                                         ,General Practitoner,56.1273663732481,10.1227199050084
Tilst Lægehus                                               ,General Practitoner,56.1868179012118,10.1247447795684
Lægehuset Klokkerholm                                       ,General Practitoner,57.2075809028259,10.1566105568843
Glamsbjerglægerne                                           ,General Practitoner,55.2722578814887,10.1072447799225
Aarhus City Vest Apotek                                     ,Pharmacy,56.1552642293211,10.1349072302364
Kirurgisk klinik Brabrand                                   ,General Practitoner,56.1552642287817,10.1349072889844
Assentoft Lægeklinik                                        ,General Practitoner,56.4402754996816,10.1469352779612
Lægerne i Tranbjerg                                         ,General Practitoner,56.0903380374084,10.1378636846987
Lægerne i Gellerup                                          ,General Practitoner,56.1591796323453,10.1414908700489
Haarbylægerne                                               ,General Practitoner,55.2217123423046,10.1157281096233
Rådhuslægerne i Haarby                                      ,General Practitoner,55.2217123421896,10.1157281221965
Lægerne Svalevej                                            ,General Practitoner,56.4436416498506,10.1573100552328
Gemini Sundhed                                              ,General Practitoner,57.5945176731565,10.1939118579391
Praktiserende læge Kian Pedrampour                          ,General Practitoner,56.1129338051695,10.1507413503665
Odder Lægehus v/Jon-Anders Evensen                          ,General Practitoner,55.9760634185718,10.1473000675238
Gandrup Lægeklinik                                          ,General Practitoner,57.0583031876533,10.1805491772
Odder Apotek                                                ,Pharmacy,55.9725308087277,10.147434099575
Lægerne i Voldum                                            ,General Practitoner,56.3651168177109,10.1616965412949
MFK Medical consult                                         ,General Practitoner,55.0922798478158,10.1257939576795
Vissenbjerg Lægehus                                         ,General Practitoner,55.3851606774301,10.1366596513378
Sindal Lægehus                                              ,General Practitoner,57.4713229699225,10.2010521618128
Lægerne Sverrigsgade                                        ,General Practitoner,57.4725500516475,10.2015136478957
Odder Lægehus v/Bruno Melgaard Jensen                       ,General Practitoner,55.9709013922061,10.1546177210931
Odder Lægehus                                               ,General Practitoner,55.9709013921911,10.1546177226949
